iter	Logloss
0	0.5169413249
1	0.3834531911
2	0.2839579773
3	0.2106927999
4	0.157101771
5	0.1179760488
6	0.08933681488
7	0.06828950246
8	0.05273149808
9	0.04110984484
10	0.0323927625
11	0.02576714198
12	0.02070307573
13	0.01678897858
14	0.01374359131
15	0.01134894212
16	0.009456996123
17	0.007937155565
18	0.006718302568
19	0.005728548765
20	0.004918361505
21	0.004250903527
22	0.003703194062
23	0.003238898317
24	0.002851122022
25	0.002524829308
26	0.002251407305
27	0.002012615005
28	0.001810760101
29	0.001631313165
30	0.001481673519
31	0.001346375148
32	0.001233587066
33	0.001127868493
34	0.001037882268
35	0.0009618918101
36	0.0008908285697
37	0.0008234279354
38	0.0007694372535
39	0.0007178548475
40	0.0006736486157
41	0.0006315309306
42	0.0005918324987
43	0.0005584658682
44	0.0005265723666
45	0.0004964551826
46	0.0004724003871
47	0.0004496182998
48	0.0004269354542
49	0.000406212608
50	0.0003858888149
51	0.0003712114195
52	0.0003524373472
53	0.0003389229377
54	0.0003261481722
55	0.000313796699
56	0.0003017983089
57	0.0002903196712
58	0.000279498895
59	0.0002686622739
60	0.0002582425872
61	0.0002483894179
62	0.0002386707067
63	0.0002337735395
64	0.0002249033997
65	0.0002205114563
66	0.0002118491133
67	0.0002034212525
68	0.0001994801064
69	0.0001913225278
70	0.0001881540815
71	0.0001851638158
72	0.0001773775866
73	0.0001744763056
74	0.0001672407985
75	0.0001672407985
76	0.0001647734394
77	0.0001622882734
78	0.0001554244384
79	0.0001554244384
80	0.0001553799336
81	0.0001553799336
82	0.0001553799336
83	0.0001553799336
84	0.0001553799336
85	0.0001553799336
86	0.0001553799336
87	0.0001553799336
88	0.0001553799336
89	0.0001553799336
90	0.0001553799336
91	0.0001553799336
92	0.0001553799336
93	0.0001553799336
94	0.0001553799336
95	0.0001553799336
96	0.0001553799336
97	0.0001553799336
98	0.0001553799336
99	0.0001553799336
100	0.0001553799336
101	0.0001553799336
102	0.0001553799336
103	0.0001553799336
104	0.0001553799336
105	0.0001553799336
106	0.0001553799336
107	0.0001553799336
108	0.0001553799336
109	0.0001553799336
110	0.0001553799336
111	0.0001553799336
112	0.0001553799336
113	0.0001553799336
114	0.0001553799336
115	0.0001553799336
116	0.0001553799336
117	0.0001553799336
118	0.0001553799336
119	0.0001553799336
120	0.0001553799336
121	0.0001553799336
122	0.0001553799336
123	0.0001553799336
124	0.0001553799336
125	0.0001553799336
126	0.0001553799336
127	0.0001553799336
128	0.0001553799336
129	0.0001553799336
130	0.0001553799336
131	0.0001553799336
132	0.0001553799336
133	0.0001553799336
134	0.0001553799336
135	0.0001553799336
136	0.0001553799336
137	0.0001553799336
138	0.0001553799336
139	0.0001553799336
140	0.0001553799336
141	0.0001553799336
142	0.0001553799336
143	0.0001553799336
144	0.0001553799336
145	0.0001553799336
146	0.0001553799336
147	0.0001553799336
148	0.0001553799336
149	0.0001553799336
150	0.0001553799336
151	0.0001553799336
152	0.0001553799336
153	0.0001553799336
154	0.0001553799336
155	0.0001553799336
156	0.0001553799336
157	0.0001553799336
158	0.0001553799336
159	0.0001553799336
160	0.0001553799336
161	0.0001553799336
162	0.0001553799336
163	0.0001553799336
164	0.0001553799336
165	0.0001553799336
166	0.0001553799336
167	0.0001553799336
168	0.0001553799336
169	0.0001553799336
170	0.0001553799336
171	0.0001553799336
172	0.0001553799336
173	0.0001553799336
174	0.0001553799336
175	0.0001553799336
176	0.0001553799336
177	0.0001553799336
178	0.0001553799336
179	0.0001553799336
180	0.0001553799336
181	0.0001553799336
182	0.0001553799336
183	0.0001553799336
184	0.0001553799336
185	0.0001553799336
186	0.0001553799336
187	0.0001553799336
188	0.0001553799336
189	0.0001553799336
190	0.0001553799336
191	0.0001553799336
192	0.0001553799336
193	0.0001553799336
194	0.0001553799336
195	0.0001553799336
196	0.0001553799336
197	0.0001553799336
198	0.0001553799336
199	0.0001553799336
200	0.0001553799336
201	0.0001553799336
202	0.0001553799336
203	0.0001553799336
204	0.0001553799336
205	0.0001553799336
206	0.0001553799336
207	0.0001553799336
208	0.0001553799336
209	0.0001553799336
210	0.0001553799336
211	0.0001553799336
212	0.0001553799336
213	0.0001553799336
214	0.0001553799336
215	0.0001553799336
216	0.0001553799336
217	0.0001553799336
218	0.0001553799336
219	0.0001553799336
220	0.0001553799336
221	0.0001553799336
222	0.0001553799336
223	0.0001553799336
224	0.0001553799336
225	0.0001553799336
226	0.0001553799336
227	0.0001553799336
228	0.0001553799336
229	0.0001553799336
230	0.0001553799336
231	0.0001553799336
232	0.0001553799336
233	0.0001553799336
234	0.0001553799336
235	0.0001553799336
236	0.0001553799336
237	0.0001553799336
238	0.0001553799336
239	0.0001553799336
240	0.0001553799336
241	0.0001553799336
242	0.0001553799336
243	0.0001553799336
244	0.0001553799336
245	0.0001553799336
246	0.0001553799336
247	0.0001553799336
248	0.0001553799336
249	0.0001553799336
250	0.0001553799336
251	0.0001553799336
252	0.0001553799336
253	0.0001553799336
254	0.0001553799336
255	0.0001553799336
256	0.0001553799336
257	0.0001553799336
258	0.0001553799336
259	0.0001553799336
260	0.0001553799336
261	0.0001553799336
262	0.0001553799336
263	0.0001553799336
264	0.0001553799336
265	0.0001553799336
266	0.0001553799336
267	0.0001553799336
268	0.0001553799336
269	0.0001553799336
270	0.0001553799336
271	0.0001553799336
272	0.0001553799336
273	0.0001553799336
274	0.0001553799336
275	0.0001553799336
276	0.0001553799336
277	0.0001553799336
278	0.0001553799336
279	0.0001553799336
280	0.0001553799336
281	0.0001553799336
282	0.0001553799336
283	0.0001553799336
284	0.0001553799336
285	0.0001553799336
286	0.0001553799336
287	0.0001553799336
288	0.0001553799336
289	0.0001553799336
290	0.0001553799336
291	0.0001553799336
292	0.0001553799336
293	0.0001553799336
294	0.0001553799336
295	0.0001553799336
296	0.0001553799336
297	0.0001553799336
298	0.0001553799336
299	0.0001553799336
300	0.0001553799336
301	0.0001553799336
302	0.0001553799336
303	0.0001553799336
304	0.0001553799336
305	0.0001553799336
306	0.0001553799336
307	0.0001553799336
308	0.0001553799336
309	0.0001553799336
310	0.0001553799336
311	0.0001553799336
312	0.0001553799336
313	0.0001553799336
314	0.0001553799336
315	0.0001553799336
316	0.0001553799336
317	0.0001553799336
318	0.0001553799336
319	0.0001553799336
320	0.0001553799336
321	0.0001553799336
322	0.0001553799336
323	0.0001553799336
324	0.0001553799336
325	0.0001553799336
326	0.0001553799336
327	0.0001553799336
328	0.0001553799336
329	0.0001553799336
330	0.0001553799336
331	0.0001553799336
332	0.0001553799336
333	0.0001553799336
334	0.0001553799336
335	0.0001553799336
336	0.0001553799336
337	0.0001553799336
338	0.0001553799336
339	0.0001553799336
